b''
b'exit setupInterrupts\r\n'
b''
b''
b''
b''
b''
b''
b'111\r\n'
b''
b''
b''
b''
b''
b''
b'58\r\n'
b''
b''
b''
b''
b''
b''
b'126\r\n'
b''
b''
b''
b''
b''
b''
b'72\r\n'
b''
b''
b''
b''
b''
b''
b'59\r\n'
b''
b''
b''
b''
b''
b''
b''
b'94\r\n'
b''
b''
b''
b''
b''
b''
b'56\r\n'
b''
b''
b''
b''
b''
b''
b'76\r\n'
b''
